"N" "Am,Am" "Am,Aq" "Aq,Am" "Aq,Aq"
"9874" 93 0 5 88 0
"9974" 89 0 2 87 0
"10074" 91 0 2 89 0
"1280" 84 0 2 82 0
"2281" 88 0 2 86 0
"3281" 83 0 1 82 0
"4281" 89 0 3 86 0
"5281" 90 0 5 85 0
"6281" 86 0 3 83 0
"7281" 90 0 5 85 0
"8281" 83 0 2 81 0
"9281" 90 0 4 86 0
"1076" 86 0 3 83 0
"11114" 86 0 1 85 0
"1281" 85 0 1 84 0
"1375" 87 0 3 84 0
"1475" 88 0 5 83 0
"1575" 87 0 2 85 0
"1675" 86 0 3 83 0
"1775" 85 0 2 83 0
"1875" 85 0 3 82 0
"1975" 84 0 2 82 0
"2075" 89 0 4 85 0
"21114" 87 0 2 85 0
"2282" 83 0 0 83 0
"2375" 88 0 4 84 0
"2475" 83 0 1 82 0
"2575" 83 0 2 81 0
"2675" 89 0 3 86 0
"2775" 85 0 4 81 0
"2875" 87 0 1 86 0
"2975" 84 0 1 83 0
"3075" 86 0 2 84 0
"31114" 89 0 6 83 0
"3282" 90 0 4 86 0
"3375" 85 0 3 82 0
"3475" 83 0 1 82 0
"3575" 86 0 3 83 0
"3675" 85 0 2 83 0
"3775" 85 0 1 84 0
"3875" 90 0 5 85 0
"3975" 86 0 2 84 0
"4075" 83 0 1 82 0
"41114" 86 0 1 85 0
"4282" 87 0 3 84 0
"4375" 83 0 2 81 0
"4475" 83 0 2 81 0
"4575" 86 0 3 83 0
"4675" 83 0 0 83 0
"4775" 87 0 4 83 0
"4875" 83 0 0 83 0
"4975" 83 0 2 81 0
"5075" 88 0 4 84 0
"51114" 84 0 0 84 0
"5282" 87 0 3 84 0
"5375" 89 0 4 85 0
"5475" 84 0 3 81 0
"5575" 84 0 1 83 0
"5675" 84 0 0 84 0
"5775" 84 0 0 84 0
"5875" 91 0 4 87 0
"5975" 88 0 3 85 0
"6075" 85 0 3 82 0
"61114" 84 0 2 82 0
"6282" 87 0 3 84 0
"6375" 84 0 0 84 0
"6475" 85 0 1 84 0
"6575" 84 0 3 81 0
"6675" 83 0 1 82 0
"6775" 85 0 2 83 0
"6875" 85 0 2 83 0
"6975" 88 0 3 85 0
"7075" 84 0 1 83 0
"71114" 87 0 3 84 0
"7282" 84 0 1 83 0
"7375" 83 0 1 82 0
"7475" 83 0 0 83 0
"7575" 89 0 4 85 0
"7675" 88 0 2 86 0
"7775" 84 0 1 83 0
"7875" 85 0 3 82 0
"7975" 87 0 2 85 0
"8075" 91 0 5 86 0
"81114" 84 0 1 83 0
"8282" 86 0 2 84 0
"8375" 85 0 1 84 0
"8475" 88 0 4 84 0
"8575" 83 0 2 81 0
"8675" 85 0 1 84 0
"8775" 91 0 4 87 0
"8875" 87 0 2 85 0
"8975" 86 0 2 84 0
"9075" 83 0 0 83 0
"91114" 85 0 2 83 0
"9282" 91 0 7 84 0
"9375" 84 0 2 82 0
"9475" 86 0 2 84 0
"9575" 86 0 2 84 0
"9675" 87 0 3 84 0
"9775" 83 0 1 82 0
"9875" 89 0 4 85 0
"9975" 85 0 0 85 0
"10075" 89 0 5 84 0
"1282" 90 0 6 84 0
"2283" 88 0 4 84 0
"3283" 87 0 1 86 0
"4283" 86 0 3 83 0
"5283" 90 0 7 83 0
"6283" 87 0 3 84 0
"7283" 94 0 5 89 0
"8283" 88 0 3 85 0
"9283" 89 0 6 83 0
"1077" 92 0 5 87 0
"11115" 90 0 4 86 0
"1283" 87 0 3 84 0
"1376" 91 0 7 84 0
"1476" 88 0 3 85 0
"1576" 90 0 6 84 0
"1676" 91 0 6 85 0
"1776" 89 0 4 85 0
"1876" 91 0 5 86 0
"1976" 86 0 2 84 0
"2076" 86 0 2 84 0
"21115" 90 0 4 86 0
"2284" 89 0 3 86 0
"2376" 88 0 4 84 0
"2476" 90 0 5 85 0
"2576" 91 0 6 85 0
"2676" 88 0 4 84 0
"2776" 87 0 2 85 0
"2876" 86 0 2 84 0
"2976" 86 0 3 83 0
"3076" 89 0 4 85 0
"31115" 93 0 7 86 0
"3284" 87 0 2 85 0
"3376" 92 0 5 87 0
"3476" 90 0 4 86 0
"3576" 88 0 5 83 0
"3676" 88 0 3 85 0
"3776" 93 0 7 86 0
"3876" 89 0 6 83 0
"3976" 86 0 4 82 0
"4076" 91 0 3 88 0
"41115" 88 0 5 83 0
"4284" 90 0 4 86 0
"4376" 89 0 5 84 0
"4476" 89 0 5 84 0
"4576" 88 0 4 84 0
"4676" 88 0 3 85 0
"4776" 95 0 7 88 0
"4876" 85 0 2 83 0
"4976" 88 0 2 86 0
"5076" 86 0 1 85 0
"51115" 92 0 8 84 0
"5284" 89 0 4 85 0
"5376" 87 0 3 84 0
"5476" 91 0 6 85 0
"5576" 91 0 7 84 0
"5676" 88 0 3 85 0
"5776" 92 0 8 84 0
"5876" 87 0 3 84 0
"5976" 88 0 5 83 0
"6076" 89 0 3 86 0
"61115" 86 0 3 83 0
"6284" 87 0 4 83 0
"6376" 95 0 5 90 0
"6476" 86 0 1 85 0
"6576" 89 0 5 84 0
"6676" 87 0 4 83 0
"6776" 87 0 4 83 0
"6876" 87 0 3 84 0
"6976" 91 0 6 85 0
"7076" 89 0 3 86 0
"71115" 89 0 6 83 0
"7284" 90 0 4 86 0
"7376" 86 0 2 84 0
"7476" 90 0 5 85 0
"7576" 90 0 6 84 0
"7676" 89 0 3 86 0
"7776" 89 0 6 83 0
"7876" 91 0 6 85 0
"7976" 88 0 2 86 0
"8076" 89 0 4 85 0
"81115" 90 0 5 85 0
"8284" 90 0 5 85 0
"8376" 90 0 5 85 0
"8476" 88 0 5 83 0
"8576" 87 0 4 83 0
"8676" 89 0 5 84 0
"8776" 91 0 5 86 0
"8876" 90 0 5 85 0
"8976" 91 0 5 86 0
"9076" 88 0 4 84 0
"91115" 87 0 4 83 0
"9284" 90 0 6 84 0
"9376" 85 0 2 83 0
"9476" 91 0 4 87 0
"9576" 94 0 6 88 0
"9676" 87 0 2 85 0
"9776" 86 0 3 83 0
"9876" 91 0 4 87 0
"9976" 88 0 2 86 0
"10076" 88 0 5 83 0
"1284" 88 0 1 87 0
"2285" 93 0 4 89 0
"3285" 88 0 1 87 0
"4285" 91 0 4 87 0
"5285" 93 0 4 89 0
"6285" 86 0 0 86 0
"7285" 90 0 1 89 0
"8285" 88 0 1 87 0
"9285" 93 0 4 89 0
"1078" 88 0 0 88 0
"11116" 88 0 2 86 0
"1285" 90 0 2 88 0
"1377" 87 0 1 86 0
"1477" 88 0 1 87 0
"1577" 88 0 1 87 0
"1677" 88 0 1 87 0
"1777" 87 0 2 85 0
"1877" 88 0 1 87 0
"1977" 86 0 0 86 0
"2077" 88 0 1 87 0
"21116" 88 0 1 87 0
"2286" 94 0 6 88 0
"2377" 86 0 0 86 0
"2477" 92 0 4 88 0
"2577" 92 0 4 88 0
"2677" 90 0 2 88 0
"2777" 89 0 3 86 0
"2877" 91 0 2 89 0
"2977" 90 0 2 88 0
"3077" 90 0 5 85 0
"31116" 90 0 2 88 0
"3286" 88 0 0 88 0
"3377" 88 0 2 86 0
"3477" 91 0 4 87 0
"3577" 90 0 2 88 0
"3677" 89 0 2 87 0
"3777" 88 0 3 85 0
"3877" 89 0 1 88 0
"3977" 88 0 2 86 0
"4077" 88 0 1 87 0
"41116" 90 0 5 85 0
"4286" 87 0 2 85 0
"4377" 86 0 0 86 0
"4477" 88 0 1 87 0
"4577" 89 0 3 86 0
"4677" 89 0 2 87 0
"4777" 91 0 3 88 0
"4877" 89 0 4 85 0
"4977" 87 0 1 86 0
"5077" 90 0 2 88 0
"51116" 88 0 1 87 0
"5286" 90 0 4 86 0
"5377" 89 0 2 87 0
"5477" 86 0 0 86 0
"5577" 89 0 2 87 0
"5677" 86 0 3 83 0
"5777" 86 0 0 86 0
"5877" 89 0 1 88 0
"5977" 89 0 3 86 0
"6077" 88 0 2 86 0
"61116" 91 0 3 88 0
"6286" 89 0 1 88 0
"6377" 95 0 7 88 0
"6477" 89 0 2 87 0
"6577" 89 0 2 87 0
"6677" 90 0 4 86 0
"6777" 90 0 5 85 0
"6877" 89 0 3 86 0
"6977" 96 0 5 91 0
"7077" 88 0 3 85 0
"71116" 88 0 2 86 0
"7286" 88 0 1 87 0
"7377" 88 0 2 86 0
"7477" 87 0 1 86 0
"7577" 93 0 3 90 0
"7677" 91 0 3 88 0
"7777" 91 0 2 89 0
"7877" 86 0 2 84 0
"7977" 89 0 2 87 0
"8077" 87 0 1 86 0
"81116" 91 0 3 88 0
"8286" 90 0 3 87 0
"8377" 88 0 3 85 0
"8477" 90 0 4 86 0
"8577" 89 0 2 87 0
"8677" 86 0 1 85 0
"8777" 88 0 3 85 0
"8877" 89 0 3 86 0
"8977" 86 0 0 86 0
"9077" 96 0 6 90 0
"91116" 90 0 3 87 0
"9286" 96 0 5 91 0
"9377" 90 0 2 88 0
"9477" 91 0 5 86 0
"9577" 89 0 2 87 0
"9677" 87 0 4 83 0
"9777" 88 0 3 85 0
"9877" 89 0 4 85 0
"9977" 91 0 6 85 0
"10077" 91 0 4 87 0
"1286" 89 0 2 87 0
"2287" 88 0 3 85 0
"3287" 87 0 4 83 0
"4287" 94 0 5 89 0
"5287" 89 0 3 86 0
"6287" 89 0 3 86 0
"7287" 92 0 5 87 0
"8287" 88 0 3 85 0
"9287" 90 0 3 87 0
"1079" 85 0 1 84 0
"11117" 91 0 7 84 0
"1287" 87 0 2 85 0
"1378" 91 0 4 87 0
"1478" 88 0 2 86 0
"1578" 89 0 3 86 0
"1678" 92 0 6 86 0
"1778" 93 0 6 87 0
"1878" 89 0 5 84 0
"1978" 89 0 4 85 0
"2078" 87 0 3 84 0
"21117" 93 0 5 88 0
"2288" 88 0 2 86 0
"2378" 93 0 4 89 0
"2478" 85 0 1 84 0
"2578" 89 0 2 87 0
"2678" 88 0 2 86 0
"2778" 87 0 2 85 0
"2878" 90 0 5 85 0
"2978" 90 0 5 85 0
"3078" 88 0 4 84 0
"31117" 88 0 3 85 0
"3288" 87 0 3 84 0
"3378" 87 0 1 86 0
"3478" 92 0 4 88 0
"3578" 93 0 7 86 0
"3678" 89 0 4 85 0
"3778" 87 0 2 85 0
"3878" 86 0 1 85 0
"3978" 88 0 1 87 0
"4078" 89 0 4 85 0
"41117" 87 0 2 85 0
"4288" 91 0 4 87 0
"4378" 87 0 3 84 0
"4478" 93 0 7 86 0
"4578" 85 0 1 84 0
"4678" 89 0 3 86 0
"4778" 88 0 4 84 0
"4878" 92 0 4 88 0
"4978" 90 0 5 85 0
"5078" 91 0 5 86 0
"51117" 93 0 5 88 0
"5288" 88 0 2 86 0
"5378" 88 0 2 86 0
"5478" 86 0 2 84 0
"5578" 90 0 6 84 0
"5678" 86 0 2 84 0
"5778" 88 0 2 86 0
"5878" 96 0 6 90 0
"5978" 93 0 5 88 0
"6078" 89 0 3 86 0
"61117" 89 0 5 84 0
"6288" 87 0 3 84 0
"6378" 87 0 2 85 0
"6478" 88 0 2 86 0
"6578" 89 0 4 85 0
"6678" 89 0 2 87 0
"6778" 88 0 3 85 0
"6878" 88 0 2 86 0
"6978" 91 0 6 85 0
"7078" 89 0 3 86 0
"71117" 87 0 1 86 0
"7288" 88 0 2 86 0
"7378" 89 0 3 86 0
"7478" 88 0 1 87 0
"7578" 90 0 4 86 0
"7678" 90 0 3 87 0
"7778" 90 0 4 86 0
"7878" 91 0 5 86 0
"7978" 86 0 1 85 0
"8078" 88 0 4 84 0
"81117" 93 0 3 90 0
"8288" 87 0 2 85 0
"8378" 88 0 2 86 0
"8478" 88 0 5 83 0
"8578" 86 0 2 84 0
"8678" 89 0 3 86 0
"8778" 90 0 4 86 0
"8878" 87 0 3 84 0
"8978" 92 0 6 86 0
"9078" 89 0 3 86 0
"91117" 86 0 3 83 0
"9288" 92 0 4 88 0
"9378" 89 0 3 86 0
"9478" 89 0 4 85 0
"9578" 91 0 3 88 0
"9678" 87 0 1 86 0
"9778" 87 0 1 86 0
"9878" 86 0 4 82 0
"9978" 96 0 6 90 0
"10078" 87 0 2 85 0
"1288" 88 0 3 85 0
"2289" 91 0 6 85 0
"3289" 88 0 3 85 0
"4289" 86 0 1 85 0
"5289" 89 0 2 87 0
"6289" 93 0 6 87 0
"7289" 89 0 2 87 0
"8289" 90 0 2 88 0
"9289" 89 0 2 87 0
"1080" 89 0 2 87 0
"11118" 89 0 2 87 0
"1289" 90 0 4 86 0
"1379" 88 0 1 87 0
"1479" 88 0 3 85 0
"1579" 88 0 1 87 0
"1679" 88 0 1 87 0
"1779" 90 0 3 87 0
"1879" 87 0 0 87 0
"1979" 86 0 0 86 0
"2079" 88 0 2 86 0
"21118" 86 0 0 86 0
"2290" 88 0 2 86 0
"2379" 90 0 3 87 0
"2479" 88 0 1 87 0
"2579" 90 0 2 88 0
"2679" 89 0 3 86 0
"2779" 88 0 1 87 0
"2879" 87 0 1 86 0
"2979" 88 0 1 87 0
"3079" 90 0 2 88 0
"31118" 89 0 1 88 0
"3290" 86 0 1 85 0
"3379" 89 0 1 88 0
"3479" 88 0 1 87 0
"3579" 90 0 2 88 0
"3679" 88 0 2 86 0
"3779" 87 0 3 84 0
"3879" 86 0 1 85 0
"3979" 90 0 3 87 0
"4079" 89 0 3 86 0
"41118" 88 0 2 86 0
"4290" 89 0 3 86 0
"4379" 90 0 3 87 0
"4479" 90 0 2 88 0
"4579" 90 0 3 87 0
"4679" 90 0 4 86 0
"4779" 88 0 1 87 0
"4879" 90 0 2 88 0
"4979" 86 0 0 86 0
"5079" 90 0 3 87 0
"51118" 87 0 2 85 0
"5290" 86 0 0 86 0
"5379" 86 0 1 85 0
"5479" 86 0 0 86 0
"5579" 91 0 3 88 0
"5679" 91 0 4 87 0
"5779" 91 0 2 89 0
"5879" 88 0 2 86 0
"5979" 96 0 7 89 0
"6079" 88 0 1 87 0
"61118" 91 0 3 88 0
"6290" 89 0 1 88 0
"6379" 87 0 2 85 0
"6479" 87 0 2 85 0
"6579" 93 0 4 89 0
"6679" 87 0 1 86 0
"6779" 88 0 3 85 0
"6879" 89 0 2 87 0
"6979" 88 0 1 87 0
"7079" 90 0 2 88 0
"71118" 88 0 1 87 0
"7290" 92 0 4 88 0
"7379" 95 0 7 88 0
"7479" 90 0 4 86 0
"7579" 90 0 2 88 0
"7679" 99 0 8 91 0
"7779" 86 0 0 86 0
"7879" 90 0 3 87 0
"7979" 88 0 2 86 0
"8079" 87 0 0 87 0
"81118" 88 0 2 86 0
"8290" 87 0 1 86 0
"8379" 88 0 1 87 0
"8479" 86 0 1 85 0
"8579" 89 0 2 87 0
"8679" 86 0 2 84 0
"8779" 93 0 5 88 0
"8879" 89 0 3 86 0
"8979" 89 0 5 84 0
"9079" 90 0 4 86 0
"91118" 87 0 1 86 0
"9290" 90 0 3 87 0
"9379" 91 0 3 88 0
"9479" 86 0 0 86 0
"9579" 87 0 1 86 0
"9679" 86 0 1 85 0
"9779" 90 0 1 89 0
"9879" 89 0 3 86 0
"9979" 89 0 2 87 0
"10079" 87 0 2 85 0
"1290" 90 0 4 86 0
"2291" 88 0 3 85 0
"3291" 89 0 2 87 0
"4291" 88 0 1 87 0
"5291" 91 0 3 88 0
"6291" 90 0 2 88 0
"7291" 89 0 3 86 0
"8291" 89 0 2 87 0
"9291" 91 0 3 88 0
"1081" 89 0 5 84 0
"11119" 88 0 3 85 0
"1291" 88 0 2 86 0
"1380" 88 0 2 86 0
"1480" 94 0 6 88 0
"1580" 88 0 1 87 0
"1680" 89 0 5 84 0
"1780" 87 0 1 86 0
"1880" 88 0 2 86 0
"1980" 89 0 2 87 0
"2080" 91 0 2 89 0
"21119" 87 0 4 83 0
"2292" 87 0 3 84 0
"2380" 87 0 2 85 0
"2480" 86 0 0 86 0
"2580" 91 0 3 88 0
"2680" 91 0 3 88 0
"2780" 89 0 2 87 0
"2880" 86 0 0 86 0
"2980" 87 0 2 85 0
"3080" 93 0 4 89 0
"31119" 88 0 4 84 0
"3292" 87 0 2 85 0
"3380" 88 0 4 84 0
"3480" 85 0 0 85 0
"3580" 88 0 2 86 0
"3680" 89 0 2 87 0
"3780" 86 0 0 86 0
"3880" 91 0 5 86 0
"3980" 91 0 3 88 0
"4080" 88 0 2 86 0
"41119" 92 0 4 88 0
"4292" 91 0 4 87 0
"4380" 89 0 2 87 0
"4480" 86 0 0 86 0
"4580" 87 0 3 84 0
"4680" 85 0 0 85 0
"4780" 94 0 5 89 0
"4880" 91 0 3 88 0
"4980" 88 0 2 86 0
"5080" 87 0 2 85 0
"51119" 85 0 1 84 0
"5292" 87 0 1 86 0
"5380" 86 0 1 85 0
"5480" 89 0 4 85 0
"5580" 93 0 5 88 0
"5680" 92 0 4 88 0
"5780" 87 0 1 86 0
"5880" 92 0 3 89 0
"5980" 87 0 2 85 0
"6080" 86 0 2 84 0
"61119" 93 0 4 89 0
"6292" 92 0 3 89 0
"6380" 88 0 2 86 0
"6480" 89 0 2 87 0
"6580" 93 0 5 88 0
"6680" 94 0 5 89 0
"6780" 85 0 0 85 0
"6880" 88 0 1 87 0
"6980" 87 0 1 86 0
"7080" 93 0 4 89 0
"71119" 87 0 1 86 0
"7292" 90 0 3 87 0
"7380" 92 0 5 87 0
"7480" 85 0 0 85 0
"7580" 89 0 2 87 0
"7680" 85 0 2 83 0
"7780" 90 0 4 86 0
"7880" 87 0 2 85 0
"7980" 93 0 5 88 0
"8080" 87 0 1 86 0
"81119" 85 0 1 84 0
"8292" 85 0 0 85 0
"8380" 93 0 4 89 0
"8480" 89 0 4 85 0
"8580" 86 0 1 85 0
"8680" 88 0 1 87 0
"8780" 90 0 4 86 0
"8880" 87 0 2 85 0
"8980" 86 0 1 85 0
"9080" 93 0 4 89 0
"91119" 88 0 1 87 0
"9292" 86 0 0 86 0
"9380" 87 0 2 85 0
"9480" 85 0 0 85 0
"9580" 87 0 2 85 0
"9680" 87 0 1 86 0
"9780" 86 0 0 86 0
"9880" 85 0 0 85 0
"9980" 86 0 1 85 0
"10080" 89 0 2 87 0
"1292" 91 0 2 89 0
"2293" 87 0 5 82 0
"3293" 91 0 5 86 0
"4293" 89 0 6 83 0
"5293" 91 0 4 87 0
"6293" 92 0 4 88 0
"7293" 90 0 3 87 0
"8293" 88 0 2 86 0
"9293" 89 0 3 86 0
"1082" 89 0 2 87 0
"11120" 88 0 2 86 0
"1293" 88 0 2 86 0
"1381" 93 0 5 88 0
"1481" 92 0 5 87 0
"1581" 89 0 2 87 0
"1681" 89 0 2 87 0
"1781" 87 0 2 85 0
"1881" 91 0 3 88 0
"1981" 93 0 5 88 0
"2081" 96 0 6 90 0
"21120" 91 0 3 88 0
"2294" 89 0 3 86 0
"2381" 89 0 3 86 0
"2481" 88 0 3 85 0
"2581" 96 0 6 90 0
"2681" 89 0 2 87 0
"2781" 93 0 6 87 0
"2881" 88 0 3 85 0
"2981" 91 0 3 88 0
"3081" 89 0 2 87 0
"31120" 86 0 0 86 0
"3294" 92 0 3 89 0
"3381" 88 0 2 86 0
"3481" 86 0 1 85 0
"3581" 89 0 3 86 0
"3681" 89 0 1 88 0
"3781" 88 0 1 87 0
"3881" 88 0 1 87 0
"3981" 89 0 4 85 0
"4081" 89 0 2 87 0
"41120" 98 0 7 91 0
"4294" 89 0 2 87 0
"4381" 91 0 3 88 0
"4481" 86 0 1 85 0
"4581" 87 0 3 84 0
"4681" 91 0 3 88 0
"4781" 90 0 2 88 0
"4881" 91 0 4 87 0
"4981" 88 0 3 85 0
"5081" 94 0 5 89 0
"51120" 94 0 5 89 0
"5294" 89 0 2 87 0
"5381" 88 0 3 85 0
"5481" 92 0 3 89 0
"5581" 87 0 1 86 0
"5681" 86 0 2 84 0
"5781" 91 0 3 88 0
"5881" 89 0 2 87 0
"5981" 85 0 0 85 0
"6081" 87 0 2 85 0
"61120" 90 0 3 87 0
"6294" 85 0 0 85 0
"6381" 90 0 3 87 0
"6481" 90 0 4 86 0
"6581" 88 0 2 86 0
"6681" 90 0 2 88 0
"6781" 89 0 4 85 0
"6881" 88 0 3 85 0
"6981" 86 0 0 86 0
"7081" 95 0 5 90 0
"71120" 88 0 2 86 0
"7294" 90 0 3 87 0
"7381" 90 0 2 88 0
"7481" 89 0 2 87 0
"7581" 92 0 6 86 0
"7681" 87 0 1 86 0
"7781" 91 0 5 86 0
"7881" 86 0 0 86 0
"7981" 90 0 2 88 0
"8081" 88 0 2 86 0
"81120" 89 0 2 87 0
"8294" 87 0 2 85 0
"8381" 89 0 3 86 0
"8481" 86 0 1 85 0
"8581" 87 0 2 85 0
"8681" 86 0 1 85 0
"8781" 96 0 6 90 0
"8881" 86 0 2 84 0
"8981" 92 0 4 88 0
"9081" 90 0 3 87 0
"91120" 88 0 4 84 0
"9294" 88 0 2 86 0
"9381" 91 0 5 86 0
"9481" 88 0 2 86 0
"9581" 91 0 2 89 0
"9681" 85 0 1 84 0
"9781" 87 0 3 84 0
"9881" 88 0 2 86 0
"9981" 91 0 7 84 0
"10081" 86 0 2 84 0
"1294" 87 0 2 85 0
"2295" 91 0 3 88 0
"3295" 91 0 2 89 0
"4295" 91 0 4 87 0
"5295" 90 0 3 87 0
"6295" 98 0 7 91 0
"7295" 91 0 3 88 0
"8295" 90 0 1 89 0
"9295" 87 0 1 86 0
"1083" 93 0 5 88 0
"11121" 87 0 2 85 0
"1295" 93 0 4 89 0
"1382" 90 0 4 86 0
"1482" 92 0 6 86 0
"1582" 90 0 3 87 0
"1682" 92 0 3 89 0
"1782" 87 0 1 86 0
"1882" 94 0 3 91 0
"1982" 87 0 1 86 0
"2082" 87 0 2 85 0
"21121" 90 0 3 87 0
"2296" 87 0 1 86 0
"2382" 87 0 1 86 0
"2482" 93 0 3 90 0
"2582" 89 0 2 87 0
"2682" 90 0 2 88 0
"2782" 90 0 3 87 0
"2882" 87 0 1 86 0
"2982" 89 0 2 87 0
"3082" 89 0 2 87 0
"31121" 87 0 0 87 0
"3296" 92 0 2 90 0
"3382" 90 0 2 88 0
"3482" 93 0 5 88 0
"3582" 92 0 3 89 0
"3682" 89 0 2 87 0
"3782" 88 0 1 87 0
"3882" 91 0 3 88 0
"3982" 87 0 2 85 0
"4082" 89 0 1 88 0
"41121" 91 0 3 88 0
"4296" 90 0 1 89 0
"4382" 90 0 3 87 0
"4482" 87 0 1 86 0
"4582" 93 0 5 88 0
"4682" 91 0 3 88 0
"4782" 93 0 5 88 0
"4882" 90 0 3 87 0
"4982" 89 0 2 87 0
"5082" 88 0 2 86 0
"51121" 93 0 7 86 0
"5296" 96 0 6 90 0
"5382" 92 0 4 88 0
"5482" 99 0 7 92 0
"5582" 95 0 5 90 0
"5682" 90 0 2 88 0
"5782" 91 0 5 86 0
"5882" 90 0 2 88 0
"5982" 90 0 3 87 0
"6082" 87 0 1 86 0
"61121" 91 0 2 89 0
"6296" 91 0 3 88 0
"6382" 92 0 3 89 0
"6482" 91 0 3 88 0
"6582" 90 0 4 86 0
"6682" 92 0 5 87 0
"6782" 94 0 5 89 0
"6882" 90 0 6 84 0
"6982" 92 0 6 86 0
"7082" 91 0 3 88 0
"71121" 97 0 8 89 0
"7296" 91 0 4 87 0
"7382" 89 0 2 87 0
"7482" 91 0 2 89 0
"7582" 90 0 3 87 0
"7682" 91 0 2 89 0
"7782" 87 0 1 86 0
"7882" 87 0 2 85 0
"7982" 90 0 2 88 0
"8082" 91 0 5 86 0
"81121" 87 0 1 86 0
"8296" 87 0 1 86 0
"8382" 91 0 2 89 0
"8482" 88 0 2 86 0
"8582" 88 0 2 86 0
"8682" 87 0 1 86 0
"8782" 87 0 1 86 0
"8882" 93 0 5 88 0
"8982" 91 0 4 87 0
"9082" 87 0 2 85 0
"91121" 89 0 1 88 0
"9296" 92 0 4 88 0
"9382" 94 0 6 88 0
"9482" 88 0 3 85 0
"9582" 87 0 0 87 0
"9682" 89 0 2 87 0
"9782" 93 0 4 89 0
"9882" 89 0 4 85 0
"9982" 87 0 2 85 0
"10082" 93 0 4 89 0
"1296" 87 0 2 85 0
"2297" 89 0 2 87 0
"3297" 87 0 2 85 0
"4297" 86 0 3 83 0
"5297" 85 0 1 84 0
"6297" 90 0 2 88 0
"7297" 86 0 1 85 0
"8297" 88 0 3 85 0
"9297" 84 0 1 83 0
"1084" 87 0 3 84 0
"11122" 84 0 0 84 0
"1297" 90 0 4 86 0
"1383" 86 0 1 85 0
"1483" 89 0 4 85 0
"1583" 88 0 4 84 0
"1683" 84 0 0 84 0
"1783" 87 0 2 85 0
"1883" 88 0 2 86 0
"1983" 89 0 3 86 0
"2083" 89 0 3 86 0
"21122" 85 0 1 84 0
"2298" 90 0 4 86 0
"2383" 88 0 3 85 0
"2483" 85 0 2 83 0
"2583" 88 0 2 86 0
"2683" 88 0 3 85 0
"2783" 92 0 4 88 0
"2883" 84 0 1 83 0
"2983" 86 0 2 84 0
"3083" 87 0 2 85 0
"31122" 87 0 1 86 0
"3298" 85 0 1 84 0
"3383" 87 0 4 83 0
"3483" 86 0 1 85 0
"3583" 89 0 3 86 0
"3683" 86 0 1 85 0
"3783" 84 0 1 83 0
"3883" 87 0 2 85 0
"3983" 88 0 2 86 0
"4083" 89 0 5 84 0
"41122" 92 0 6 86 0
"4298" 90 0 4 86 0
"4383" 87 0 2 85 0
"4483" 84 0 0 84 0
"4583" 87 0 2 85 0
"4683" 89 0 4 85 0
"4783" 85 0 1 84 0
"4883" 90 0 4 86 0
"4983" 86 0 2 84 0
"5083" 85 0 1 84 0
"51122" 86 0 1 85 0
"5298" 85 0 1 84 0
"5383" 89 0 3 86 0
"5483" 84 0 2 82 0
"5583" 89 0 3 86 0
"5683" 89 0 3 86 0
"5783" 88 0 2 86 0
"5883" 89 0 3 86 0
"5983" 85 0 1 84 0
"6083" 91 0 4 87 0
"61122" 87 0 2 85 0
"6298" 89 0 6 83 0
"6383" 92 0 4 88 0
"6483" 91 0 4 87 0
"6583" 88 0 4 84 0
"6683" 87 0 4 83 0
"6783" 85 0 2 83 0
"6883" 88 0 2 86 0
"6983" 90 0 5 85 0
"7083" 87 0 1 86 0
"71122" 87 0 3 84 0
"7298" 86 0 4 82 0
"7383" 84 0 1 83 0
"7483" 87 0 3 84 0
"7583" 88 0 1 87 0
"7683" 85 0 2 83 0
"7783" 87 0 2 85 0
"7883" 90 0 5 85 0
"7983" 89 0 4 85 0
"8083" 89 0 3 86 0
"81122" 84 0 1 83 0
"8298" 88 0 3 85 0
"8383" 88 0 2 86 0
"8483" 84 0 1 83 0
"8583" 84 0 0 84 0
"8683" 87 0 2 85 0
"8783" 89 0 4 85 0
"8883" 85 0 3 82 0
"8983" 85 0 1 84 0
"9083" 84 0 2 82 0
"91122" 87 0 4 83 0
"9298" 86 0 1 85 0
"9383" 84 0 2 82 0
"9483" 86 0 1 85 0
"9583" 91 0 5 86 0
"9683" 86 0 2 84 0
"9783" 85 0 1 84 0
"9883" 87 0 3 84 0
"9983" 86 0 3 83 0
"10083" 88 0 4 84 0
"1298" 95 0 4 91 0
"2299" 95 0 5 90 0
"3299" 95 0 5 90 0
"4299" 90 0 3 87 0
"5299" 93 0 3 90 0
"6299" 91 0 3 88 0
"7299" 92 0 2 90 0
"8299" 94 0 3 91 0
"9299" 89 0 1 88 0
"1085" 89 0 1 88 0
"11123" 91 0 4 87 0
"1299" 91 0 3 88 0
"1384" 92 0 4 88 0
"1484" 93 0 4 89 0
"1584" 97 0 6 91 0
"1684" 91 0 3 88 0
"1784" 90 0 2 88 0
"1884" 90 0 3 87 0
"1984" 89 0 2 87 0
"2084" 92 0 4 88 0
"21123" 89 0 1 88 0
"22100" 91 0 3 88 0
"2384" 91 0 3 88 0
"2484" 92 0 3 89 0
"2584" 92 0 4 88 0
"2684" 89 0 2 87 0
"2784" 94 0 3 91 0
