"N" "Am,Am" "Am,Aq" "Aq,Am" "Aq,Aq"
"5833" 93 0 5 88 0
"5933" 92 0 3 89 0
"6033" 88 0 1 87 0
"6145" 88 0 1 87 0
"6235" 88 0 1 87 0
"6333" 88 0 3 85 0
"6433" 88 0 3 85 0
"6533" 88 0 1 87 0
"6633" 86 0 0 86 0
"6733" 87 0 0 87 0
"6833" 90 0 5 85 0
"6933" 88 0 1 87 0
"7033" 92 0 3 89 0
"7145" 89 0 3 86 0
"7235" 91 0 5 86 0
"7333" 91 0 2 89 0
"7433" 89 0 3 86 0
"7533" 86 0 0 86 0
"7633" 87 0 1 86 0
"7733" 89 0 1 88 0
"7833" 91 0 3 88 0
"7933" 89 0 2 87 0
"8033" 91 0 3 88 0
"8145" 86 0 1 85 0
"8235" 91 0 4 87 0
"8333" 92 0 4 88 0
"8433" 88 0 1 87 0
"8533" 89 0 2 87 0
"8633" 88 0 2 86 0
"8733" 88 0 3 85 0
"8833" 88 0 1 87 0
"8933" 87 0 1 86 0
"9033" 90 0 2 88 0
"9145" 87 0 1 86 0
"9235" 89 0 3 86 0
"9333" 86 0 0 86 0
"9433" 88 0 2 86 0
"9533" 86 0 1 85 0
"9633" 91 0 2 89 0
"9733" 91 0 3 88 0
"9833" 93 0 6 87 0
"9933" 88 0 4 84 0
"10033" 91 0 4 87 0
"1146" 90 0 2 88 0
"2146" 89 0 2 87 0
"3146" 93 0 3 90 0
"4146" 87 0 1 86 0
"5146" 88 0 0 88 0
"6146" 91 0 2 89 0
"7146" 94 0 4 90 0
"8146" 88 0 0 88 0
"9146" 95 0 4 91 0
"1035" 88 0 2 86 0
"1147" 93 0 3 90 0
"1235" 96 0 5 91 0
"1334" 99 0 9 90 0
"1434" 91 0 2 89 0
"1534" 93 0 5 88 0
"1634" 89 0 1 88 0
"1734" 87 0 0 87 0
"1834" 88 0 0 88 0
"1934" 94 0 5 89 0
"2034" 88 0 0 88 0
"2147" 89 0 1 88 0
"2236" 88 0 0 88 0
"2334" 92 0 3 89 0
"2434" 91 0 3 88 0
"2534" 89 0 1 88 0
"2634" 90 0 1 89 0
"2734" 92 0 3 89 0
"2834" 90 0 0 90 0
"2934" 92 0 3 89 0
"3034" 88 0 0 88 0
"3147" 89 0 1 88 0
"3236" 93 0 3 90 0
"3334" 88 0 1 87 0
"3434" 92 0 2 90 0
"3534" 91 0 2 89 0
"3634" 92 0 3 89 0
"3734" 89 0 1 88 0
"3834" 90 0 1 89 0
"3934" 93 0 4 89 0
"4034" 89 0 1 88 0
"4147" 97 0 10 87 0
"4236" 91 0 1 90 0
"4334" 89 0 0 89 0
"4434" 87 0 1 86 0
"4534" 94 0 3 91 0
"4634" 95 0 4 91 0
"4734" 92 0 4 88 0
"4834" 88 0 0 88 0
"4934" 93 0 4 89 0
"5034" 89 0 1 88 0
"5147" 88 0 0 88 0
"5236" 89 0 2 87 0
"5334" 88 0 0 88 0
"5434" 93 0 3 90 0
"5534" 91 0 3 88 0
"5634" 89 0 1 88 0
"5734" 91 0 3 88 0
"5834" 89 0 1 88 0
"5934" 90 0 1 89 0
"6034" 90 0 2 88 0
"6147" 92 0 4 88 0
"6236" 90 0 1 89 0
"6334" 87 0 0 87 0
"6434" 93 0 4 89 0
"6534" 90 0 1 89 0
"6634" 93 0 3 90 0
"6734" 92 0 3 89 0
"6834" 91 0 2 89 0
"6934" 88 0 0 88 0
"7034" 92 0 2 90 0
"7147" 90 0 1 89 0
"7236" 87 0 1 86 0
"7334" 92 0 5 87 0
"7434" 93 0 3 90 0
"7534" 90 0 3 87 0
"7634" 94 0 4 90 0
"7734" 88 0 1 87 0
"7834" 90 0 3 87 0
"7934" 89 0 3 86 0
"8034" 88 0 0 88 0
"8147" 97 0 5 92 0
"8236" 92 0 4 88 0
"8334" 88 0 2 86 0
"8434" 89 0 1 88 0
"8534" 88 0 0 88 0
"8634" 92 0 3 89 0
"8734" 91 0 4 87 0
"8834" 92 0 3 89 0
"8934" 90 0 1 89 0
"9034" 97 0 4 93 0
"9147" 88 0 0 88 0
"9236" 88 0 0 88 0
"9334" 90 0 2 88 0
"9434" 91 0 5 86 0
"9534" 90 0 1 89 0
"9634" 88 0 1 87 0
"9734" 90 0 2 88 0
"9834" 91 0 2 89 0
"9934" 89 0 2 87 0
"10034" 92 0 3 89 0
"1148" 89 0 4 85 0
"2148" 92 0 6 86 0
"3148" 91 0 5 86 0
"4148" 88 0 3 85 0
"5148" 89 0 3 86 0
"6148" 87 0 2 85 0
"7148" 91 0 4 87 0
"8148" 88 0 2 86 0
"9148" 88 0 4 84 0
"1036" 91 0 7 84 0
"1149" 94 0 7 87 0
"1236" 89 0 4 85 0
"1335" 93 0 5 88 0
"1435" 88 0 4 84 0
"1535" 90 0 2 88 0
"1635" 91 0 5 86 0
"1735" 87 0 2 85 0
"1835" 89 0 5 84 0
"1935" 90 0 4 86 0
"2035" 92 0 5 87 0
"2149" 91 0 5 86 0
"2237" 88 0 2 86 0
"2335" 96 0 9 87 0
"2435" 90 0 5 85 0
"2535" 92 0 6 86 0
"2635" 93 0 4 89 0
"2735" 88 0 3 85 0
"2835" 91 0 3 88 0
"2935" 91 0 5 86 0
"3035" 96 0 8 88 0
"3149" 88 0 2 86 0
"3237" 92 0 5 87 0
"3335" 92 0 6 86 0
"3435" 89 0 6 83 0
"3535" 94 0 5 89 0
"3635" 96 0 7 89 0
"3735" 93 0 5 88 0
"3835" 92 0 6 86 0
"3935" 96 0 8 88 0
"4035" 89 0 2 87 0
"4149" 95 0 5 90 0
"4237" 95 0 8 87 0
"4335" 93 0 7 86 0
"4435" 89 0 3 86 0
"4535" 87 0 2 85 0
"4635" 90 0 4 86 0
"4735" 92 0 6 86 0
"4835" 87 0 1 86 0
"4935" 92 0 5 87 0
"5035" 89 0 5 84 0
"5149" 91 0 3 88 0
"5237" 88 0 3 85 0
"5335" 92 0 4 88 0
"5435" 93 0 5 88 0
"5535" 95 0 7 88 0
"5635" 98 0 6 92 0
"5735" 93 0 5 88 0
"5835" 88 0 3 85 0
"5935" 91 0 5 86 0
"6035" 89 0 4 85 0
"6149" 89 0 5 84 0
"6237" 87 0 2 85 0
"6335" 87 0 2 85 0
"6435" 87 0 3 84 0
"6535" 89 0 5 84 0
"6635" 87 0 1 86 0
"6735" 87 0 2 85 0
"6835" 97 0 8 89 0
"6935" 90 0 5 85 0
"7035" 91 0 3 88 0
"7149" 92 0 5 87 0
"7237" 96 0 7 89 0
"7335" 89 0 3 86 0
"7435" 88 0 5 83 0
"7535" 89 0 4 85 0
"7635" 89 0 2 87 0
"7735" 94 0 6 88 0
"7835" 89 0 3 86 0
"7935" 87 0 2 85 0
"8035" 98 0 9 89 0
"8149" 87 0 3 84 0
"8237" 88 0 2 86 0
"8335" 101 0 13 88 0
"8435" 90 0 5 85 0
"8535" 91 0 5 86 0
"8635" 91 0 3 88 0
"8735" 93 0 5 88 0
"8835" 90 0 4 86 0
"8935" 91 0 3 88 0
"9035" 87 0 1 86 0
"9149" 90 0 4 86 0
"9237" 90 0 4 86 0
"9335" 88 0 3 85 0
"9435" 91 0 5 86 0
"9535" 92 0 5 87 0
"9635" 91 0 4 87 0
"9735" 90 0 5 85 0
"9835" 89 0 4 85 0
"9935" 94 0 6 88 0
"10035" 91 0 5 86 0
"1150" 87 0 3 84 0
"2150" 84 0 5 79 0
"3150" 91 0 6 85 0
"4150" 84 0 3 81 0
"5150" 84 0 3 81 0
"6150" 87 0 4 83 0
"7150" 87 0 4 83 0
"8150" 85 0 4 81 0
"9150" 89 0 5 84 0
"1037" 86 0 4 82 0
"1151" 86 0 5 81 0
"1237" 87 0 7 80 0
"1336" 87 0 5 82 0
"1436" 87 0 6 81 0
"1536" 88 0 3 85 0
"1636" 84 0 3 81 0
"1736" 90 0 7 83 0
"1836" 86 0 5 81 0
"1936" 87 0 4 83 0
"2036" 88 0 5 83 0
"2151" 93 0 6 87 0
"2238" 87 0 4 83 0
"2336" 88 0 5 83 0
"2436" 87 0 7 80 0
"2536" 86 0 4 82 0
"2636" 85 0 2 83 0
"2736" 87 0 4 83 0
"2836" 88 0 3 85 0
"2936" 84 0 4 80 0
"3036" 84 0 3 81 0
"3151" 87 0 5 82 0
"3238" 86 0 4 82 0
"3336" 84 0 2 82 0
"3436" 86 0 3 83 0
"3536" 84 0 3 81 0
"3636" 87 0 4 83 0
"3736" 88 0 7 81 0
"3836" 89 0 5 84 0
"3936" 86 0 4 82 0
"4036" 91 0 7 84 0
"4151" 85 0 5 80 0
"4238" 88 0 5 83 0
"4336" 86 0 7 79 0
"4436" 90 0 6 84 0
"4536" 95 0 11 84 0
"4636" 90 0 7 83 0
"4736" 86 0 4 82 0
"4836" 88 0 3 85 0
"4936" 84 0 3 81 0
"5036" 85 0 2 83 0
"5151" 88 0 5 83 0
"5238" 85 0 5 80 0
"5336" 86 0 4 82 0
"5436" 86 0 3 83 0
"5536" 87 0 5 82 0
"5636" 90 0 5 85 0
"5736" 86 0 3 83 0
"5836" 85 0 3 82 0
"5936" 86 0 2 84 0
"6036" 85 0 5 80 0
"6151" 88 0 6 82 0
"6238" 87 0 5 82 0
"6336" 86 0 4 82 0
"6436" 89 0 6 83 0
"6536" 88 0 4 84 0
"6636" 85 0 3 82 0
"6736" 85 0 5 80 0
"6836" 92 0 6 86 0
"6936" 87 0 3 84 0
"7036" 86 0 5 81 0
"7151" 88 0 4 84 0
"7238" 84 0 3 81 0
"7336" 84 0 4 80 0
"7436" 89 0 6 83 0
"7536" 89 0 5 84 0
"7636" 86 0 8 78 0
"7736" 89 0 6 83 0
"7836" 87 0 5 82 0
"7936" 86 0 3 83 0
"8036" 85 0 3 82 0
"8151" 89 0 5 84 0
"8238" 87 0 4 83 0
"8336" 88 0 6 82 0
"8436" 91 0 7 84 0
"8536" 84 0 2 82 0
"8636" 88 0 5 83 0
"8736" 85 0 5 80 0
"8836" 90 0 6 84 0
"8936" 88 0 3 85 0
"9036" 91 0 9 82 0
"9151" 92 0 5 87 0
"9238" 89 0 6 83 0
"9336" 89 0 5 84 0
"9436" 91 0 6 85 0
"9536" 85 0 5 80 0
"9636" 86 0 3 83 0
"9736" 87 0 3 84 0
"9836" 87 0 3 84 0
"9936" 88 0 5 83 0
"10036" 88 0 9 79 0
"1152" 91 0 4 87 0
"2152" 94 0 4 90 0
"3152" 89 0 2 87 0
"4152" 89 0 1 88 0
"5152" 92 0 5 87 0
"6152" 94 0 5 89 0
"7152" 89 0 3 86 0
"8152" 91 0 3 88 0
"9152" 92 0 4 88 0
"1038" 91 0 3 88 0
"1153" 91 0 2 89 0
"1238" 93 0 4 89 0
"1337" 90 0 4 86 0
"1437" 91 0 3 88 0
"1537" 92 0 3 89 0
"1637" 91 0 3 88 0
"1737" 90 0 2 88 0
"1837" 92 0 3 89 0
"1937" 89 0 4 85 0
"2037" 88 0 0 88 0
"2153" 93 0 7 86 0
"2239" 98 0 5 93 0
"2337" 93 0 5 88 0
"2437" 90 0 1 89 0
"2537" 88 0 3 85 0
"2637" 91 0 4 87 0
"2737" 88 0 0 88 0
"2837" 90 0 2 88 0
"2937" 90 0 5 85 0
"3037" 91 0 6 85 0
"3153" 92 0 4 88 0
"3239" 88 0 2 86 0
"3337" 90 0 2 88 0
"3437" 95 0 3 92 0
"3537" 89 0 2 87 0
"3637" 92 0 3 89 0
"3737" 96 0 5 91 0
"3837" 88 0 1 87 0
"3937" 91 0 4 87 0
"4037" 88 0 1 87 0
"4153" 90 0 5 85 0
"4239" 96 0 7 89 0
"4337" 94 0 3 91 0
"4437" 89 0 2 87 0
"4537" 95 0 6 89 0
"4637" 90 0 1 89 0
"4737" 91 0 2 89 0
"4837" 90 0 2 88 0
"4937" 92 0 3 89 0
"5037" 89 0 5 84 0
"5153" 88 0 0 88 0
"5239" 88 0 2 86 0
"5337" 89 0 2 87 0
"5437" 90 0 1 89 0
"5537" 95 0 5 90 0
"5637" 91 0 1 90 0
"5737" 93 0 4 89 0
"5837" 89 0 3 86 0
"5937" 95 0 6 89 0
"6037" 89 0 1 88 0
"6153" 93 0 6 87 0
"6239" 88 0 4 84 0
"6337" 91 0 3 88 0
"6437" 92 0 3 89 0
"6537" 91 0 2 89 0
"6637" 90 0 4 86 0
"6737" 91 0 3 88 0
"6837" 95 0 6 89 0
"6937" 92 0 3 89 0
"7037" 97 0 7 90 0
"7153" 92 0 5 87 0
"7239" 90 0 4 86 0
"7337" 88 0 1 87 0
"7437" 90 0 2 88 0
"7537" 88 0 3 85 0
"7637" 90 0 1 89 0
"7737" 89 0 2 87 0
"7837" 91 0 2 89 0
"7937" 94 0 6 88 0
"8037" 94 0 4 90 0
"8153" 94 0 6 88 0
"8239" 91 0 6 85 0
"8337" 88 0 1 87 0
"8437" 92 0 2 90 0
"8537" 89 0 2 87 0
"8637" 93 0 3 90 0
"8737" 93 0 4 89 0
"8837" 88 0 0 88 0
"8937" 90 0 4 86 0
"9037" 90 0 3 87 0
"9153" 93 0 6 87 0
"9239" 91 0 4 87 0
"9337" 91 0 3 88 0
"9437" 88 0 1 87 0
"9537" 95 0 6 89 0
"9637" 94 0 6 88 0
"9737" 93 0 3 90 0
"9837" 97 0 7 90 0
"9937" 92 0 3 89 0
"10037" 93 0 5 88 0
"1154" 92 0 3 89 0
"2154" 89 0 1 88 0
"3154" 90 0 1 89 0
"4154" 88 0 1 87 0
"5154" 88 0 1 87 0
"6154" 96 0 9 87 0
"7154" 91 0 3 88 0
"8154" 89 0 3 86 0
"9154" 87 0 0 87 0
"1039" 88 0 2 86 0
"1155" 91 0 2 89 0
"1239" 88 0 3 85 0
"1338" 91 0 2 89 0
"1438" 92 0 3 89 0
"1538" 92 0 4 88 0
"1638" 90 0 2 88 0
"1738" 94 0 4 90 0
"1838" 90 0 2 88 0
"1938" 93 0 4 89 0
"2038" 91 0 4 87 0
"2155" 95 0 5 90 0
"2240" 90 0 3 87 0
"2338" 89 0 2 87 0
"2438" 87 0 0 87 0
"2538" 87 0 0 87 0
"2638" 92 0 4 88 0
"2738" 92 0 4 88 0
"2838" 91 0 2 89 0
"2938" 91 0 3 88 0
"3038" 93 0 3 90 0
"3155" 87 0 2 85 0
"3240" 91 0 4 87 0
"3338" 90 0 3 87 0
"3438" 91 0 2 89 0
"3538" 91 0 2 89 0
"3638" 91 0 4 87 0
"3738" 89 0 4 85 0
"3838" 91 0 2 89 0
"3938" 91 0 4 87 0
"4038" 89 0 1 88 0
"4155" 90 0 1 89 0
"4240" 90 0 2 88 0
"4338" 87 0 0 87 0
"4438" 90 0 3 87 0
"4538" 89 0 1 88 0
"4638" 87 0 1 86 0
"4738" 91 0 3 88 0
"4838" 92 0 5 87 0
"4938" 87 0 0 87 0
"5038" 92 0 4 88 0
"5155" 90 0 4 86 0
"5240" 88 0 3 85 0
"5338" 87 0 1 86 0
"5438" 90 0 1 89 0
"5538" 92 0 2 90 0
"5638" 90 0 2 88 0
"5738" 93 0 7 86 0
"5838" 91 0 3 88 0
"5938" 93 0 3 90 0
"6038" 91 0 3 88 0
"6155" 89 0 3 86 0
"6240" 89 0 1 88 0
"6338" 89 0 1 88 0
"6438" 94 0 3 91 0
"6538" 91 0 3 88 0
"6638" 90 0 3 87 0
"6738" 87 0 1 86 0
"6838" 89 0 4 85 0
"6938" 88 0 1 87 0
"7038" 95 0 5 90 0
"7155" 87 0 1 86 0
"7240" 95 0 6 89 0
"7338" 90 0 4 86 0
"7438" 89 0 2 87 0
"7538" 87 0 0 87 0
"7638" 87 0 1 86 0
"7738" 91 0 5 86 0
"7838" 91 0 3 88 0
"7938" 91 0 3 88 0
"8038" 89 0 1 88 0
"8155" 89 0 2 87 0
"8240" 87 0 2 85 0
"8338" 90 0 3 87 0
"8438" 87 0 0 87 0
"8538" 91 0 3 88 0
"8638" 92 0 3 89 0
"8738" 89 0 2 87 0
"8838" 91 0 2 89 0
"8938" 92 0 3 89 0
"9038" 92 0 5 87 0
"9155" 91 0 5 86 0
"9240" 91 0 2 89 0
"9338" 87 0 0 87 0
"9438" 90 0 2 88 0
"9538" 88 0 2 86 0
"9638" 90 0 3 87 0
"9738" 93 0 5 88 0
"9838" 93 0 3 90 0
"9938" 92 0 3 89 0
"10038" 90 0 2 88 0
"1156" 88 0 2 86 0
"2156" 90 0 3 87 0
"3156" 90 0 8 82 0
"4156" 88 0 4 84 0
"5156" 89 0 3 86 0
"6156" 91 0 4 87 0
"7156" 93 0 5 88 0
"8156" 87 0 3 84 0
"9156" 87 0 2 85 0
"1040" 90 0 2 88 0
"1157" 93 0 3 90 0
"1240" 90 0 3 87 0
"1339" 89 0 6 83 0
"1439" 88 0 1 87 0
"1539" 88 0 4 84 0
"1639" 90 0 4 86 0
"1739" 87 0 2 85 0
"1839" 89 0 5 84 0
"1939" 86 0 1 85 0
"2039" 88 0 1 87 0
"2157" 87 0 4 83 0
"2241" 91 0 3 88 0
"2339" 86 0 3 83 0
"2439" 91 0 4 87 0
"2539" 90 0 3 87 0
"2639" 92 0 4 88 0
"2739" 94 0 6 88 0
"2839" 91 0 3 88 0
"2939" 92 0 5 87 0
"3039" 89 0 3 86 0
"3157" 90 0 4 86 0
"3241" 89 0 3 86 0
"3339" 91 0 3 88 0
"3439" 90 0 5 85 0
"3539" 87 0 1 86 0
"3639" 89 0 3 86 0
"3739" 86 0 2 84 0
"3839" 89 0 4 85 0
"3939" 90 0 3 87 0
"4039" 86 0 3 83 0
"4157" 90 0 5 85 0
"4241" 89 0 3 86 0
"4339" 90 0 2 88 0
"4439" 91 0 4 87 0
"4539" 88 0 4 84 0
"4639" 89 0 3 86 0
"4739" 91 0 7 84 0
"4839" 88 0 3 85 0
"4939" 88 0 3 85 0
"5039" 88 0 5 83 0
"5157" 87 0 4 83 0
"5241" 86 0 4 82 0
"5339" 87 0 6 81 0
"5439" 93 0 3 90 0
"5539" 90 0 4 86 0
"5639" 92 0 5 87 0
"5739" 90 0 4 86 0
"5839" 86 0 4 82 0
"5939" 90 0 1 89 0
"6039" 88 0 4 84 0
"6157" 87 0 4 83 0
"6241" 91 0 5 86 0
"6339" 95 0 6 89 0
"6439" 89 0 2 87 0
"6539" 90 0 3 87 0
"6639" 92 0 3 89 0
"6739" 91 0 3 88 0
"6839" 88 0 1 87 0
"6939" 87 0 3 84 0
"7039" 91 0 2 89 0
"7157" 92 0 8 84 0
"7241" 92 0 4 88 0
"7339" 86 0 1 85 0
"7439" 92 0 6 86 0
"7539" 88 0 2 86 0
"7639" 90 0 3 87 0
"7739" 91 0 5 86 0
"7839" 94 0 7 87 0
"7939" 87 0 2 85 0
"8039" 91 0 7 84 0
"8157" 87 0 2 85 0
"8241" 87 0 2 85 0
"8339" 89 0 3 86 0
"8439" 90 0 5 85 0
"8539" 90 0 3 87 0
"8639" 88 0 2 86 0
"8739" 90 0 5 85 0
"8839" 88 0 2 86 0
"8939" 87 0 2 85 0
"9039" 88 0 3 85 0
"9157" 89 0 2 87 0
"9241" 95 0 10 85 0
"9339" 88 0 5 83 0
"9439" 90 0 5 85 0
"9539" 91 0 6 85 0
"9639" 86 0 2 84 0
"9739" 87 0 2 85 0
"9839" 92 0 6 86 0
"9939" 90 0 3 87 0
"10039" 87 0 3 84 0
"1158" 92 0 5 87 0
"2158" 92 0 6 86 0
"3158" 90 0 2 88 0
"4158" 94 0 6 88 0
"5158" 91 0 1 90 0
"6158" 93 0 3 90 0
"7158" 95 0 4 91 0
"8158" 92 0 3 89 0
"9158" 89 0 1 88 0
"1041" 90 0 1 89 0
"1159" 91 0 1 90 0
"1241" 93 0 3 90 0
"1340" 91 0 1 90 0
"1440" 91 0 3 88 0
"1540" 89 0 2 87 0
"1640" 88 0 1 87 0
"1740" 92 0 3 89 0
"1840" 91 0 2 89 0
"1940" 88 0 1 87 0
"2040" 93 0 3 90 0
"2159" 91 0 3 88 0
"2242" 91 0 2 89 0
"2340" 92 0 2 90 0
"2440" 89 0 1 88 0
"2540" 93 0 4 89 0
"2640" 89 0 0 89 0
"2740" 88 0 2 86 0
"2840" 92 0 3 89 0
"2940" 88 0 0 88 0
"3040" 88 0 0 88 0
"3159" 97 0 5 92 0
"3242" 90 0 1 89 0
"3340" 90 0 2 88 0
"3440" 92 0 3 89 0
"3540" 95 0 6 89 0
"3640" 90 0 3 87 0
"3740" 91 0 4 87 0
"3840" 94 0 4 90 0
"3940" 88 0 1 87 0
"4040" 94 0 3 91 0
"4159" 92 0 2 90 0
"4242" 93 0 2 91 0
"4340" 93 0 6 87 0
"4440" 92 0 2 90 0
"4540" 92 0 2 90 0
"4640" 88 0 0 88 0
"4740" 93 0 4 89 0
"4840" 92 0 3 89 0
"4940" 97 0 6 91 0
"5040" 91 0 1 90 0
"5159" 90 0 2 88 0
"5242" 89 0 0 89 0
"5340" 93 0 4 89 0
"5440" 92 0 3 89 0
"5540" 94 0 3 91 0
"5640" 91 0 2 89 0
"5740" 92 0 2 90 0
"5840" 89 0 1 88 0
"5940" 88 0 0 88 0
"6040" 93 0 5 88 0
"6159" 88 0 0 88 0
"6242" 91 0 2 89 0
"6340" 93 0 2 91 0
"6440" 89 0 3 86 0
"6540" 90 0 1 89 0
"6640" 93 0 3 90 0
"6740" 91 0 2 89 0
"6840" 97 0 6 91 0
"6940" 89 0 1 88 0
"7040" 89 0 0 89 0
"7159" 88 0 2 86 0
"7242" 92 0 2 90 0
"7340" 89 0 0 89 0
"7440" 91 0 2 89 0
"7540" 89 0 2 87 0
"7640" 93 0 3 90 0
"7740" 91 0 2 89 0
"7840" 93 0 2 91 0
"7940" 93 0 4 89 0
"8040" 90 0 2 88 0
"8159" 89 0 0 89 0
"8242" 90 0 1 89 0
"8340" 90 0 1 89 0
"8440" 94 0 5 89 0
"8540" 97 0 5 92 0
"8640" 90 0 1 89 0
"8740" 97 0 8 89 0
"8840" 89 0 2 87 0
"8940" 94 0 3 91 0
"9040" 95 0 4 91 0
"9159" 93 0 3 90 0
"9242" 91 0 3 88 0
"9340" 92 0 3 89 0
"9440" 90 0 2 88 0
"9540" 89 0 1 88 0
"9640" 93 0 3 90 0
"9740" 93 0 2 91 0
"9840" 93 0 3 90 0
"9940" 93 0 3 90 0
"10040" 90 0 2 88 0
"1160" 88 0 2 86 0
"2160" 89 0 1 88 0
"3160" 87 0 2 85 0
"4160" 92 0 4 88 0
"5160" 91 0 3 88 0
"6160" 88 0 1 87 0
"7160" 91 0 3 88 0
"8160" 90 0 4 86 0
"9160" 87 0 2 85 0
"1042" 91 0 2 89 0
"1161" 90 0 2 88 0
"1242" 91 0 2 89 0
"1341" 87 0 0 87 0
"1441" 89 0 3 86 0
"1541" 88 0 3 85 0
"1641" 89 0 3 86 0
"1741" 89 0 2 87 0
"1841" 88 0 2 86 0
"1941" 91 0 4 87 0
"2041" 90 0 1 89 0
"2161" 86 0 1 85 0
"2243" 87 0 0 87 0
"2341" 89 0 2 87 0
"2441" 88 0 1 87 0
"2541" 91 0 3 88 0
"2641" 97 0 5 92 0
"2741" 90 0 2 88 0
"2841" 89 0 3 86 0
"2941" 87 0 1 86 0
"3041" 93 0 5 88 0
"3161" 90 0 2 88 0
"3243" 86 0 1 85 0
"3341" 88 0 1 87 0
"3441" 88 0 3 85 0
"3541" 88 0 1 87 0
"3641" 88 0 1 87 0
"3741" 90 0 2 88 0
"3841" 87 0 0 87 0
"3941" 91 0 4 87 0
"4041" 92 0 4 88 0
"4161" 90 0 2 88 0
"4243" 92 0 3 89 0
"4341" 86 0 0 86 0
"4441" 88 0 1 87 0
"4541" 88 0 2 86 0
"4641" 88 0 2 86 0
"4741" 88 0 1 87 0
"4841" 90 0 3 87 0
"4941" 92 0 4 88 0
"5041" 89 0 1 88 0
"5161" 89 0 2 87 0
"5243" 88 0 2 86 0
"5341" 89 0 2 87 0
"5441" 91 0 4 87 0
"5541" 92 0 5 87 0
"5641" 92 0 3 89 0
"5741" 93 0 4 89 0
"5841" 90 0 5 85 0
"5941" 92 0 5 87 0
"6041" 90 0 2 88 0
"6161" 94 0 8 86 0
"6243" 88 0 1 87 0
"6341" 87 0 1 86 0
"6441" 88 0 1 87 0
"6541" 88 0 1 87 0
"6641" 89 0 2 87 0
"6741" 86 0 1 85 0
"6841" 92 0 4 88 0
"6941" 88 0 1 87 0
"7041" 88 0 1 87 0
"7161" 91 0 4 87 0
"7243" 90 0 3 87 0
"7341" 89 0 2 87 0
"7441" 87 0 2 85 0
"7541" 90 0 4 86 0
"7641" 89 0 1 88 0
"7741" 88 0 1 87 0
"7841" 87 0 1 86 0
"7941" 87 0 1 86 0
"8041" 92 0 3 89 0
"8161" 87 0 1 86 0
"8243" 87 0 1 86 0
"8341" 88 0 2 86 0
"8441" 89 0 3 86 0
"8541" 86 0 1 85 0
"8641" 87 0 2 85 0
"8741" 89 0 2 87 0
"8841" 91 0 2 89 0
"8941" 87 0 0 87 0
"9041" 94 0 4 90 0
"9161" 89 0 1 88 0
"9243" 86 0 1 85 0
"9341" 89 0 3 86 0
"9441" 94 0 4 90 0
"9541" 86 0 1 85 0
"9641" 91 0 4 87 0
"9741" 90 0 3 87 0
"9841" 92 0 4 88 0
"9941" 88 0 2 86 0
"10041" 91 0 2 89 0
"1162" 90 0 1 89 0
"2162" 91 0 2 89 0
"3162" 88 0 0 88 0
"4162" 92 0 3 89 0
"5162" 92 0 4 88 0
"6162" 89 0 1 88 0
"7162" 90 0 1 89 0
"8162" 92 0 2 90 0
"9162" 91 0 2 89 0
"1043" 88 0 0 88 0
"1163" 89 0 1 88 0
"1243" 88 0 1 87 0
"1342" 89 0 1 88 0
"1442" 88 0 1 87 0
"1542" 94 0 3 91 0
"1642" 97 0 10 87 0
"1742" 92 0 3 89 0
"1842" 90 0 1 89 0
"1942" 88 0 0 88 0
"2042" 90 0 1 89 0
"2163" 92 0 3 89 0
"2244" 94 0 3 91 0
"2342" 91 0 2 89 0
"2442" 90 0 2 88 0
"2542" 92 0 2 90 0
"2642" 88 0 0 88 0
"2742" 101 0 8 93 0
"2842" 88 0 2 86 0
"2942" 88 0 0 88 0
"3042" 94 0 4 90 0
"3163" 94 0 5 89 0
"3244" 92 0 2 90 0
"3342" 89 0 0 89 0
"3442" 90 0 1 89 0
"3542" 90 0 1 89 0
"3642" 89 0 1 88 0
"3742" 90 0 2 88 0
"3842" 88 0 1 87 0
"3942" 93 0 3 90 0
"4042" 90 0 1 89 0
"4163" 95 0 5 90 0
"4244" 90 0 1 89 0
"4342" 92 0 2 90 0
"4442" 96 0 5 91 0
"4542" 89 0 0 89 0
"4642" 92 0 2 90 0
"4742" 88 0 1 87 0
"4842" 91 0 3 88 0
"4942" 91 0 2 89 0
"5042" 90 0 2 88 0
"5163" 88 0 0 88 0
"5244" 88 0 0 88 0
"5342" 88 0 1 87 0
"5442" 90 0 2 88 0
"5542" 94 0 3 91 0
"5642" 100 0 6 94 0
"5742" 96 0 5 91 0
"5842" 88 0 0 88 0
"5942" 98 0 6 92 0
"6042" 89 0 0 89 0
"6163" 93 0 3 90 0
"6244" 93 0 4 89 0
"6342" 94 0 3 91 0
"6442" 93 0 3 90 0
"6542" 88 0 0 88 0
"6642" 89 0 1 88 0
"6742" 88 0 0 88 0
"6842" 91 0 3 88 0
"6942" 88 0 1 87 0
"7042" 89 0 1 88 0
"7163" 91 0 2 89 0
"7244" 88 0 0 88 0
"7342" 94 0 3 91 0
"7442" 93 0 3 90 0
"7542" 100 0 8 92 0
"7642" 94 0 5 89 0
"7742" 89 0 1 88 0
"7842" 89 0 0 89 0
"7942" 99 0 6 93 0
"8042" 92 0 2 90 0
"8163" 88 0 2 86 0
"8244" 88 0 0 88 0
"8342" 91 0 2 89 0
"8442" 96 0 4 92 0
"8542" 93 0 4 89 0
"8642" 94 0 4 90 0
"8742" 90 0 1 89 0
